index,Participant_ID,Round,InfoOrderGroup,Context,CausalScore,BonusScore,Is_Human,ST_Outcome,End_Outcome,TakesAction,MotivatedByEndOutcome,Is_Pivotal,DummyText,Time_Agent,Time_Action,Time_Incentive,Time_Pivotal,Time_ST_Outcome,Time_Dummy,Time_EndOutcome,Views_Agent,Views_Action,Views_Incentive,Views_Pivotal,Views_ST_Outcome,Views_Dummy,Views_EndOutcome,ContextIsFootball,InfoOrderB,InfoOrderC,Time_Action_md,Time_Agent_md,Time_Incentive_md,Time_Pivotal_md,Time_ST_Outcome_md,Time_Dummy_md,Time_EndOutcome_md,Is_SouthAfrican,CorrectNumeracy,PostGraduateDegree
10,11,15,B,Business,6,10.0,0,1,1,0,1,1,0,1016.0,1498.0,7910.0,2783.0,850.0,1333.0,2530.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,-2530.356971153846,-1476.746394230769,5302.310096153846,165.47596153846143,-841.6153846153845,-8.949519230769283,207.11778846153857,1.0,0.0,0.0
18,19,15,A,Business,5,1.0,1,0,1,1,1,0,0,328.0,2806.0,909.0,953.0,1079.0,1239.0,3497.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,-1222.3569711538462,-2164.746394230769,-1698.6899038461538,-1664.5240384615386,-612.6153846153845,-102.94951923076928,1174.1177884615386,0.0,1.0,1.0
19,20,15,B,Football,4,0.0,0,0,0,0,0,1,1,12316.0,2567.0,8949.0,2697.0,5716.0,2301.0,2703.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,788.96875,10113.270432692309,6598.935096153846,827.3209134615386,2573.5540865384614,786.0877403846155,737.0985576923076,1.0,1.0,0.0
20,21,15,C,Business,5,0.0,0,0,1,0,0,1,0,1558.0,3238.0,1379.0,1005.0,942.0,1241.0,1820.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-790.3569711538462,-934.746394230769,-1228.6899038461538,-1612.5240384615386,-749.6153846153845,-100.94951923076928,-502.88221153846143,1.0,0.0,1.0
21,22,15,A,Business,6,1.0,0,1,0,0,0,0,1,2124.0,917.0,1091.0,250.0,649.0,1017.0,940.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3111.356971153846,-368.74639423076906,-1516.6899038461538,-2367.5240384615386,-1042.6153846153845,-324.9495192307693,-1382.8822115384614,0.0,1.0,1.0
22,23,15,B,Football,2,0.0,1,0,1,1,0,0,0,3840.0,2675.0,4297.0,2710.0,3621.0,2769.0,3140.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,896.96875,1637.2704326923076,1946.9350961538462,840.3209134615386,478.55408653846143,1254.0877403846155,1174.0985576923076,0.0,1.0,1.0
34,35,15,B,Football,4,1.0,1,0,1,0,0,0,0,2493.0,1091.0,1355.0,854.0,1876.0,1085.0,896.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-687.03125,290.2704326923076,-995.0649038461538,-1015.6790865384614,-1266.4459134615386,-429.9122596153845,-1069.9014423076924,1.0,1.0,1.0
35,36,15,C,Business,4,0.0,1,0,1,1,0,0,1,650.0,767.0,1018.0,0.0,601.0,617.0,800.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-3261.356971153846,-1842.746394230769,-1589.6899038461538,-2617.5240384615386,-1090.6153846153845,-724.9495192307693,-1522.8822115384614,0.0,0.0,1.0
37,38,15,B,Football,4,0.0,1,0,0,1,0,1,1,1898.0,2928.0,686.0,2282.0,4850.0,1749.0,2697.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1149.96875,-304.7295673076924,-1664.0649038461538,412.32091346153857,1707.5540865384614,234.08774038461547,731.0985576923076,1.0,0.0,1.0
39,40,15,A,Football,6,10.0,1,1,1,1,0,1,1,1439.0,1250.0,1733.0,868.0,1835.0,1874.0,1066.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-528.03125,-763.7295673076924,-617.0649038461538,-1001.6790865384614,-1307.4459134615386,359.0877403846155,-899.9014423076924,1.0,0.0,0.0
41,42,15,C,Football,6,10.0,1,1,1,1,1,0,1,883.0,1117.0,1450.0,1283.0,1533.0,1532.0,1632.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-661.03125,-1319.7295673076924,-900.0649038461538,-586.6790865384614,-1609.4459134615386,17.087740384615472,-333.9014423076924,1.0,1.0,1.0
53,54,15,C,Business,4,0.0,0,0,1,0,0,1,1,2318.0,1464.0,2133.0,1199.0,1248.0,1484.0,2315.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2564.356971153846,-174.74639423076906,-474.6899038461538,-1418.5240384615386,-443.6153846153845,142.05048076923072,-7.8822115384614335,1.0,0.0,0.0
1,2,16,B,Football,5,1.0,0,1,1,1,1,0,1,2716.0,1682.0,284.0,4137.0,3832.0,5735.0,31733.0,4.0,4.0,1.0,6.0,6.0,5.0,6.0,1.0,1.0,0.0,-96.03125,513.2704326923076,-2066.064903846154,2267.3209134615386,689.5540865384614,4220.087740384615,29767.09855769231,0.0,0.0,1.0
15,16,16,A,Football,5,1.0,1,1,1,1,1,0,1,1230.0,1109.0,1087.0,681.0,2129.0,2566.0,3450.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,-669.03125,-972.7295673076924,-1263.0649038461538,-1188.6790865384614,-1013.4459134615386,1051.0877403846155,1484.0985576923076,0.0,0.0,0.0
23,24,16,C,Business,5,0.0,1,1,0,1,1,1,1,1666.0,1981.0,2183.0,850.0,800.0,998.0,1183.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2047.3569711538462,-826.746394230769,-424.6899038461538,-1767.5240384615386,-891.6153846153845,-343.9495192307693,-1139.8822115384614,0.0,0.0,0.0
24,25,16,A,Business,5,1.0,0,0,1,1,1,1,0,3650.0,5783.0,1100.0,1298.0,2684.0,1768.0,2465.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1754.6430288461538,1157.253605769231,-1507.6899038461538,-1319.5240384615386,992.3846153846155,426.0504807692307,142.11778846153857,1.0,0.0,1.0
25,26,16,B,Football,2,1.0,1,1,0,0,0,0,1,0.0,567.0,9266.0,1467.0,2119.0,201.0,1719.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,-1211.03125,-2202.7295673076924,6915.935096153846,-402.67908653846143,-1023.4459134615386,-1313.9122596153845,-246.90144230769238,0.0,1.0,0.0
26,27,16,C,Football,3,0.0,1,1,0,0,1,0,0,907.0,1038.0,7676.0,1638.0,2350.0,1547.0,1253.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,-740.03125,-1295.7295673076924,5325.935096153846,-231.67908653846143,-792.4459134615386,32.08774038461547,-712.9014423076924,0.0,0.0,0.0
27,28,16,A,Business,5,0.0,0,1,0,1,0,1,1,1314.0,782.0,1501.0,933.0,398.0,683.0,633.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3246.356971153846,-1178.746394230769,-1106.6899038461538,-1684.5240384615386,-1293.6153846153845,-658.9495192307693,-1689.8822115384614,0.0,1.0,1.0
31,32,16,B,Football,3,1.0,0,0,1,0,1,1,1,1367.0,815.0,4651.0,616.0,1960.0,586.0,1568.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,-963.03125,-835.7295673076924,2300.935096153846,-1253.6790865384614,-1182.4459134615386,-928.9122596153845,-397.9014423076924,0.0,1.0,0.0
32,33,16,C,Football,1,1.0,0,1,0,1,0,1,0,2819.0,1468.0,1550.0,1301.0,4779.0,1816.0,2484.0,5.0,2.0,2.0,3.0,6.0,2.0,6.0,1.0,0.0,1.0,-310.03125,616.2704326923076,-800.0649038461538,-568.6790865384614,1636.5540865384614,301.0877403846155,518.0985576923076,0.0,1.0,1.0
33,34,16,A,Business,7,-10.0,1,0,0,1,1,1,1,1477.0,968.0,1802.0,495.0,809.0,438.0,746.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3060.356971153846,-1015.746394230769,-805.6899038461538,-2122.5240384615386,-882.6153846153845,-903.9495192307693,-1576.8822115384614,0.0,1.0,1.0
36,37,16,A,Football,3,-1.0,0,1,0,0,1,1,0,840.0,1253.0,1639.0,1284.0,1277.0,1785.0,1614.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,-525.03125,-1362.7295673076924,-711.0649038461538,-585.6790865384614,-1865.4459134615386,270.0877403846155,-351.9014423076924,1.0,0.0,0.0
38,39,16,C,Football,3,-1.0,1,0,0,0,0,0,0,3269.0,4812.0,5284.0,4881.0,2249.0,5399.0,4214.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,3033.96875,1066.2704326923076,2933.935096153846,3011.3209134615386,-893.4459134615386,3884.0877403846152,2248.0985576923076,0.0,0.0,1.0
47,48,16,C,Business,5,1.0,0,1,1,0,1,0,1,41.0,1375.0,0.0,1277.0,604.0,868.0,938.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2653.356971153846,-2451.746394230769,-2607.689903846154,-1340.5240384615386,-1087.6153846153845,-473.9495192307693,-1384.8822115384614,0.0,0.0,0.0
54,55,16,A,Football,6,-10.0,0,0,0,0,0,1,0,2323.0,759.0,0.0,373.0,1066.0,41.0,479.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1019.03125,120.27043269230762,-2350.064903846154,-1496.6790865384614,-2076.4459134615386,-1473.9122596153845,-1486.9014423076924,0.0,0.0,0.0
3,4,16,A,Football,2,0.0,1,0,1,1,1,0,1,5738.0,0.0,0.0,631.0,1146.0,0.0,721.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1778.03125,3535.2704326923076,-2350.064903846154,-1238.6790865384614,-1996.4459134615386,-1514.9122596153845,-1244.9014423076924,0.0,1.0,0.0
4,5,16,B,Football,5,1.0,0,1,0,0,1,1,0,1219.0,1733.0,0.0,1365.0,1236.0,0.0,493.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,-45.03125,-983.7295673076924,-2350.064903846154,-504.67908653846143,-1906.4459134615386,-1514.9122596153845,-1472.9014423076924,0.0,0.0,1.0
6,7,16,A,Business,5,1.0,1,1,0,0,0,1,0,1242.0,5188.0,2548.0,967.0,5423.0,858.0,566.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1159.6430288461538,-1250.746394230769,-59.68990384615381,-1650.5240384615386,3731.3846153846152,-483.9495192307693,-1756.8822115384614,1.0,1.0,1.0
8,9,16,C,Football,6,10.0,0,1,1,1,1,0,0,1270.0,681.0,6925.0,3211.0,1798.0,1064.0,2116.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,-1097.03125,-932.7295673076924,4574.935096153846,1341.3209134615386,-1344.4459134615386,-450.9122596153845,150.09855769230762,1.0,0.0,1.0
12,13,16,A,Football,3,1.0,0,1,1,1,0,0,0,2271.0,7536.0,2346.0,2803.0,2711.0,681.0,1600.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5757.96875,68.27043269230762,-4.064903846153811,933.3209134615386,-431.44591346153857,-833.9122596153845,-365.9014423076924,0.0,0.0,1.0
13,14,16,B,Football,4,0.0,0,0,0,0,1,1,1,2499.0,950.0,2433.0,1233.0,2682.0,1667.0,1116.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,-828.03125,296.2704326923076,82.93509615384619,-636.6790865384614,-460.44591346153857,152.08774038461547,-849.9014423076924,0.0,0.0,0.0
17,18,16,C,Business,3,1.0,0,1,0,1,1,0,1,2968.0,20242.0,2916.0,2149.0,3836.0,1151.0,1114.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,16213.643028846154,475.25360576923094,308.3100961538462,-468.52403846153857,2144.3846153846152,-190.94951923076928,-1208.8822115384614,0.0,1.0,0.0
28,29,16,B,Business,3,-1.0,1,1,0,0,1,1,0,288.0,2833.0,1010.0,141.0,385.0,385.0,434.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-1195.3569711538462,-2204.746394230769,-1597.6899038461538,-2476.5240384615386,-1306.6153846153845,-956.9495192307693,-1888.8822115384614,0.0,0.0,1.0
29,30,16,C,Business,7,10.0,1,1,1,1,0,1,1,867.0,1267.0,950.0,850.0,1016.0,950.0,1666.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2761.356971153846,-1625.746394230769,-1657.6899038461538,-1767.5240384615386,-675.6153846153845,-391.9495192307693,-656.8822115384614,1.0,0.0,1.0
30,31,16,A,Football,5,10.0,1,0,1,1,1,0,0,3299.0,1480.0,1392.0,0.0,1118.0,0.0,1987.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-298.03125,1096.2704326923076,-958.0649038461538,-1869.6790865384614,-2024.4459134615386,-1514.9122596153845,21.098557692307622,0.0,0.0,1.0
40,41,16,B,Business,6,10.0,0,1,1,1,1,1,0,799.0,3913.0,2048.0,1017.0,1915.0,1180.0,1716.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,-115.35697115384619,-1693.746394230769,-559.6899038461538,-1600.5240384615386,223.38461538461547,-161.94951923076928,-606.8822115384614,1.0,0.0,0.0
42,43,16,A,Football,5,0.0,1,0,0,1,0,0,0,1317.0,4115.0,11200.0,5585.0,4950.0,3432.0,4867.0,1.0,3.0,6.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,2336.96875,-885.7295673076924,8849.935096153846,3715.3209134615386,1807.5540865384614,1917.0877403846155,2901.0985576923076,1.0,0.0,0.0
46,47,16,B,Football,4,0.0,0,0,0,1,0,0,0,800.0,851.0,1716.0,1085.0,2773.0,1383.0,1384.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,-927.03125,-1402.7295673076924,-634.0649038461538,-784.6790865384614,-369.44591346153857,-131.91225961538453,-581.9014423076924,1.0,0.0,0.0
52,53,16,B,Football,6,1.0,1,1,1,0,0,0,0,4734.0,582.0,1216.0,5103.0,1766.0,433.0,849.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,-1196.03125,2531.2704326923076,-1134.0649038461538,3233.3209134615386,-1376.4459134615386,-1081.9122596153845,-1116.9014423076924,1.0,0.0,1.0
0,1,16,A,Football,5,0.0,1,0,0,0,1,0,0,1182.0,2019.0,2035.0,2818.0,4387.0,2552.0,1536.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,240.96875,-1020.7295673076924,-315.0649038461538,948.3209134615386,1244.5540865384614,1037.0877403846155,-429.9014423076924,1.0,0.0,1.0
2,3,16,C,Football,2,0.0,0,0,1,0,1,0,0,532.0,1140.0,634.0,1695.0,2017.0,450.0,1603.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,-638.03125,-1670.7295673076924,-1716.0649038461538,-174.67908653846143,-1125.4459134615386,-1064.9122596153845,-362.9014423076924,1.0,1.0,0.0
9,10,16,A,Business,7,10.0,0,1,1,1,0,1,1,696.0,4943.0,2340.0,8793.0,1745.0,1621.0,1272.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,914.6430288461538,-1796.746394230769,-267.6899038461538,6175.475961538461,53.38461538461547,279.0504807692307,-1050.8822115384614,1.0,1.0,0.0
11,12,16,C,Business,5,1.0,0,1,0,1,0,0,1,0.0,0.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4028.356971153846,-2492.746394230769,-1926.6899038461538,-2617.5240384615386,-1691.6153846153845,-1341.9495192307693,-2322.8822115384614,1.0,0.0,0.0
14,15,16,C,Business,6,1.0,0,0,1,1,1,1,0,817.0,1036.0,2893.0,534.0,3484.0,66.0,5001.0,1.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,-2992.356971153846,-1675.746394230769,285.3100961538462,-2083.5240384615386,1792.3846153846155,-1275.9495192307693,2678.1177884615386,1.0,0.0,0.0
16,17,16,B,Football,5,1.0,1,1,0,0,1,1,0,841.0,918.0,0.0,2780.0,2800.0,743.0,875.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-860.03125,-1361.7295673076924,-2350.064903846154,910.3209134615386,-342.44591346153857,-771.9122596153845,-1090.9014423076924,1.0,0.0,1.0
43,44,16,B,Business,2,0.0,0,0,0,0,0,1,1,701.0,596.0,3193.0,0.0,931.0,916.0,7735.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,-3432.356971153846,-1791.746394230769,585.3100961538462,-2617.5240384615386,-760.6153846153845,-425.9495192307693,5412.117788461539,1.0,0.0,0.0
44,45,16,C,Football,5,-1.0,0,1,0,0,1,1,0,10792.0,6164.0,4398.0,3948.0,6731.0,1884.0,4349.0,7.0,4.0,5.0,4.0,6.0,3.0,5.0,1.0,0.0,1.0,4385.96875,8589.270432692309,2047.9350961538462,2078.3209134615386,3588.5540865384614,369.0877403846155,2383.0985576923076,1.0,0.0,0.0
45,46,16,A,Business,1,0.0,0,0,1,0,0,0,1,0.0,1850.0,0.0,0.0,0.0,0.0,2234.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2178.356971153846,-2492.746394230769,-2607.689903846154,-2617.5240384615386,-1691.6153846153845,-1341.9495192307693,-88.88221153846143,1.0,1.0,1.0
55,56,16,B,Business,5,1.0,0,1,1,0,0,0,1,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3679.356971153846,-2492.746394230769,-2607.689903846154,-2617.5240384615386,-1691.6153846153845,-1341.9495192307693,-2322.8822115384614,0.0,1.0,0.0
5,6,16,C,Business,6,-10.0,0,0,0,0,1,1,1,1341.0,1542.0,1730.0,1384.0,1659.0,1589.0,1245.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,-2486.356971153846,-1151.746394230769,-877.6899038461538,-1233.5240384615386,-32.61538461538453,247.05048076923072,-1077.8822115384614,1.0,1.0,0.0
7,8,16,B,Business,3,-1.0,0,0,0,0,0,0,1,973.0,18028.0,3852.0,416.0,3978.0,1776.0,4308.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,13999.643028846154,-1519.746394230769,1244.3100961538462,-2201.5240384615386,2286.3846153846152,434.0504807692307,1985.1177884615386,0.0,1.0,0.0
10,11,16,B,Business,6,10.0,1,0,1,1,0,1,0,2814.0,1497.0,2698.0,2632.0,615.0,1200.0,2133.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,0.0,-2531.356971153846,321.25360576923094,90.31009615384619,14.475961538461434,-1076.6153846153845,-141.94951923076928,-189.88221153846143,1.0,0.0,0.0
18,19,16,A,Business,5,1.0,1,1,1,0,1,0,0,733.0,2722.0,840.0,2978.0,657.0,905.0,8814.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,-1306.3569711538462,-1759.746394230769,-1767.6899038461538,360.47596153846143,-1034.6153846153845,-436.9495192307693,6491.117788461539,0.0,1.0,1.0
19,20,16,B,Football,2,0.0,1,0,1,1,0,1,1,2367.0,1966.0,1918.0,3222.0,19300.0,2599.0,1602.0,3.0,4.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,0.0,187.96875,164.27043269230762,-432.0649038461538,1352.3209134615386,16157.554086538461,1084.0877403846155,-363.9014423076924,1.0,1.0,0.0
20,21,16,C,Football,4,0.0,0,0,0,1,0,1,0,1071.0,1587.0,1640.0,2346.0,2129.0,1658.0,1416.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-191.03125,-1131.7295673076924,-710.0649038461538,476.32091346153857,-1013.4459134615386,143.08774038461547,-549.9014423076924,1.0,0.0,1.0
21,22,16,A,Football,4,0.0,0,0,0,1,1,0,1,2350.0,3403.0,3539.0,6461.0,2975.0,2108.0,1711.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1624.96875,147.27043269230762,1188.9350961538462,4591.320913461539,-167.44591346153857,593.0877403846155,-254.90144230769238,0.0,1.0,1.0
22,23,16,B,Business,3,1.0,1,1,1,0,1,0,0,1394.0,15804.0,2877.0,754.0,2139.0,534.0,976.0,2.0,7.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,11775.643028846154,-1098.746394230769,269.3100961538462,-1863.5240384615386,447.3846153846155,-807.9495192307693,-1346.8822115384614,0.0,1.0,1.0
34,35,16,B,Business,6,1.0,0,1,1,1,1,0,0,596.0,2062.0,1812.0,1937.0,1146.0,979.0,2542.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,-1966.3569711538462,-1896.746394230769,-795.6899038461538,-680.5240384615386,-545.6153846153845,-362.9495192307693,219.11778846153857,1.0,1.0,1.0
35,36,16,C,Business,4,0.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4028.356971153846,-2492.746394230769,-2607.689903846154,-2617.5240384615386,-1691.6153846153845,-1341.9495192307693,-2322.8822115384614,0.0,0.0,1.0
37,38,16,B,Business,3,-1.0,1,0,0,0,0,1,1,6817.0,13671.0,9873.0,6257.0,3130.0,1108.0,9428.0,6.0,5.0,7.0,4.0,2.0,1.0,6.0,0.0,1.0,0.0,9642.643028846154,4324.2536057692305,7265.310096153846,3639.4759615384614,1438.3846153846155,-233.94951923076928,7105.117788461539,1.0,0.0,1.0
39,40,16,A,Business,6,-10.0,0,0,0,0,0,1,1,949.0,3867.0,1316.0,867.0,882.0,1338.0,1134.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-161.3569711538462,-1543.746394230769,-1291.6899038461538,-1750.5240384615386,-809.6153846153845,-3.9495192307692832,-1188.8822115384614,1.0,0.0,0.0
41,42,16,C,Football,3,1.0,1,0,1,1,0,0,1,1266.0,1633.0,2999.0,1033.0,999.0,6265.0,1216.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-145.03125,-936.7295673076924,648.9350961538462,-836.6790865384614,-2143.4459134615386,4750.087740384615,-749.9014423076924,1.0,1.0,1.0
53,54,16,C,Business,5,-1.0,0,0,1,1,0,0,1,1066.0,2398.0,1949.0,2415.0,3381.0,3181.0,3960.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,-1630.3569711538462,-1426.746394230769,-658.6899038461538,-202.52403846153857,1689.3846153846155,1839.0504807692307,1637.1177884615386,1.0,0.0,0.0
1,2,17,B,Business,1,-1.0,0,1,1,0,1,0,1,568.0,1433.0,951.0,100.0,0.0,33.0,1350.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2595.356971153846,-1924.746394230769,-1656.6899038461538,-2517.5240384615386,-1691.6153846153845,-1308.9495192307693,-972.8822115384614,0.0,0.0,1.0
15,16,17,A,Football,5,1.0,1,1,1,0,0,1,1,885.0,382.0,924.0,567.0,1570.0,940.0,963.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1396.03125,-1317.7295673076924,-1426.0649038461538,-1302.6790865384614,-1572.4459134615386,-574.9122596153845,-1002.9014423076924,0.0,0.0,0.0
23,24,17,C,Football,6,0.0,0,1,0,0,0,0,1,682.0,517.0,1151.0,852.0,1418.0,1383.0,651.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,-1261.03125,-1520.7295673076924,-1199.0649038461538,-1017.6790865384614,-1724.4459134615386,-131.91225961538453,-1314.9014423076924,0.0,0.0,0.0
24,25,17,A,Football,5,-1.0,1,0,0,1,1,0,0,2650.0,1649.0,649.0,3501.0,2700.0,2418.0,1551.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,-129.03125,447.2704326923076,-1701.0649038461538,1631.3209134615386,-442.44591346153857,903.0877403846155,-414.9014423076924,1.0,0.0,1.0
25,26,17,B,Business,1,1.0,1,1,1,0,0,1,1,0.0,533.0,818.0,0.0,583.0,0.0,386.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-3495.356971153846,-2492.746394230769,-1789.6899038461538,-2617.5240384615386,-1108.6153846153845,-1341.9495192307693,-1936.8822115384614,0.0,1.0,0.0
26,27,17,C,Business,6,10.0,0,1,1,0,1,0,0,1164.0,1125.0,439.0,431.0,826.0,1482.0,1091.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,-2903.356971153846,-1328.746394230769,-2168.689903846154,-2186.5240384615386,-865.6153846153845,140.05048076923072,-1231.8822115384614,0.0,0.0,0.0
27,28,17,A,Business,3,1.0,0,0,0,0,1,0,1,1381.0,1333.0,1118.0,849.0,1733.0,785.0,1084.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2695.356971153846,-1111.746394230769,-1489.6899038461538,-1768.5240384615386,41.38461538461547,-556.9495192307693,-1238.8822115384614,0.0,1.0,1.0
31,32,17,B,Business,5,1.0,1,1,1,0,1,1,1,1584.0,2099.0,1398.0,1883.0,1850.0,1600.0,3015.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,-1929.3569711538462,-908.746394230769,-1209.6899038461538,-734.5240384615386,158.38461538461547,258.0504807692307,692.1177884615386,0.0,1.0,0.0
32,33,17,C,Business,5,-1.0,0,1,0,0,1,1,0,335.0,933.0,267.0,501.0,402.0,488.0,584.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-3095.356971153846,-2157.746394230769,-2340.689903846154,-2116.5240384615386,-1289.6153846153845,-853.9495192307693,-1738.8822115384614,0.0,1.0,1.0
33,34,17,A,Football,2,0.0,0,0,1,1,1,0,1,1138.0,1648.0,2220.0,3199.0,1839.0,4972.0,2188.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,1.0,0.0,0.0,-130.03125,-1064.7295673076924,-130.0649038461538,1329.3209134615386,-1303.4459134615386,3457.0877403846152,222.09855769230762,0.0,1.0,1.0
36,37,17,A,Football,3,0.0,1,0,0,0,1,0,0,493.0,680.0,695.0,951.0,402.0,403.0,556.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,-1098.03125,-1709.7295673076924,-1655.0649038461538,-918.6790865384614,-2740.4459134615386,-1111.9122596153845,-1409.9014423076924,1.0,0.0,0.0
38,39,17,C,Football,4,0.0,0,0,1,1,1,1,0,9587.0,4472.0,9561.0,3227.0,4199.0,2459.0,11173.0,4.0,3.0,3.0,3.0,4.0,2.0,6.0,1.0,0.0,1.0,2693.96875,7384.270432692308,7210.935096153846,1357.3209134615386,1056.5540865384614,944.0877403846155,9207.098557692309,0.0,0.0,1.0
