index,Participant_ID,Round,InfoOrderGroup,Context,CausalScore,BonusScore,Is_Human,ST_Outcome,End_Outcome,TakesAction,MotivatedByEndOutcome,Is_Pivotal,DummyText,Time_Agent,Time_Action,Time_Incentive,Time_Pivotal,Time_ST_Outcome,Time_Dummy,Time_EndOutcome,Views_Agent,Views_Action,Views_Incentive,Views_Pivotal,Views_ST_Outcome,Views_Dummy,Views_EndOutcome,ContextIsFootball,InfoOrderB,InfoOrderC,Time_Action_md,Time_Agent_md,Time_Incentive_md,Time_Pivotal_md,Time_ST_Outcome_md,Time_Dummy_md,Time_EndOutcome_md,Is_SouthAfrican,CorrectNumeracy,PostGraduateDegree
1,2,1,B,Business,5,-1.0,1,0,0,0,1,1,1,1350.0,5900.0,3014.0,1349.0,4767.0,1017.0,4265.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,1871.6430288461538,-1142.746394230769,406.3100961538462,-1268.5240384615386,3075.3846153846152,-324.9495192307693,1942.1177884615386,0.0,0.0,1.0
15,16,1,A,Business,6,10.0,0,1,1,1,0,0,1,2226.0,1642.0,2260.0,1740.0,1132.0,3075.0,1926.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2386.356971153846,-266.74639423076906,-347.6899038461538,-877.5240384615386,-559.6153846153845,1733.0504807692307,-396.88221153846143,0.0,0.0,0.0
23,24,1,C,Business,6,1.0,1,1,1,0,1,1,1,1433.0,3251.0,2532.0,1067.0,916.0,1266.0,1467.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-777.3569711538462,-1059.746394230769,-75.68990384615381,-1550.5240384615386,-775.6153846153845,-75.94951923076928,-855.8822115384614,0.0,0.0,0.0
24,25,1,A,Football,5,0.0,1,0,0,1,0,0,0,1633.0,1782.0,2318.0,5217.0,4984.0,2933.0,2551.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,3.96875,-569.7295673076924,-32.06490384615381,3347.3209134615386,1841.5540865384614,1418.0877403846155,585.0985576923076,1.0,0.0,1.0
25,26,1,B,Business,1,0.0,1,1,1,0,0,0,1,1069.0,6015.0,1666.0,867.0,1049.0,1282.0,1033.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1986.6430288461538,-1423.746394230769,-941.6899038461538,-1750.5240384615386,-642.6153846153845,-59.94951923076928,-1289.8822115384614,0.0,1.0,0.0
26,27,1,C,Football,2,0.0,0,1,1,0,0,1,0,1374.0,1679.0,2504.0,1529.0,6454.0,2926.0,3322.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-99.03125,-828.7295673076924,153.9350961538462,-340.67908653846143,3311.5540865384614,1411.0877403846155,1356.0985576923076,0.0,0.0,0.0
27,28,1,A,Business,6,10.0,1,1,1,1,0,0,1,1165.0,1734.0,1101.0,749.0,765.0,2234.0,1816.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-2294.356971153846,-1327.746394230769,-1506.6899038461538,-1868.5240384615386,-926.6153846153845,892.0504807692307,-506.88221153846143,0.0,1.0,1.0
31,32,1,B,Business,4,1.0,0,1,0,0,0,0,1,1434.0,4255.0,3616.0,1400.0,3519.0,1088.0,2301.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,226.6430288461538,-1058.746394230769,1008.3100961538462,-1217.5240384615386,1827.3846153846155,-253.94951923076928,-21.882211538461434,0.0,1.0,0.0
32,33,1,C,Football,2,0.0,0,0,0,1,0,0,0,1411.0,1384.0,1934.0,2284.0,1716.0,883.0,1468.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,-394.03125,-791.7295673076924,-416.0649038461538,414.32091346153857,-1426.4459134615386,-631.9122596153845,-497.9014423076924,0.0,1.0,1.0
33,34,1,A,Business,6,-1.0,0,0,0,1,1,1,1,2427.0,3960.0,2892.0,4057.0,1087.0,1670.0,2233.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,-68.35697115384619,-65.74639423076906,284.3100961538462,1439.4759615384614,-604.6153846153845,328.0504807692307,-89.88221153846143,0.0,1.0,1.0
36,37,1,A,Business,6,-1.0,1,0,0,0,1,1,0,3438.0,625.0,1751.0,765.0,1168.0,1369.0,1932.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,-3403.356971153846,945.253605769231,-856.6899038461538,-1852.5240384615386,-523.6153846153845,27.050480769230717,-390.88221153846143,1.0,0.0,0.0
38,39,1,C,Business,3,0.0,0,0,0,0,0,0,0,7603.0,9510.0,3743.0,3744.0,7384.0,2290.0,4789.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,5481.643028846154,5110.2536057692305,1135.3100961538462,1126.4759615384614,5692.384615384615,948.0504807692307,2466.1177884615386,0.0,0.0,1.0
47,48,1,C,Business,5,-1.0,0,0,0,0,0,0,1,5757.0,6684.0,4028.0,3084.0,3245.0,2931.0,2980.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2655.643028846154,3264.253605769231,1420.3100961538462,466.47596153846143,1553.3846153846155,1589.0504807692307,657.1177884615386,0.0,0.0,0.0
54,55,1,A,Business,3,-1.0,1,0,0,1,0,0,0,1320.0,2403.0,2704.0,1344.0,1453.0,2194.0,2767.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,-1625.3569711538462,-1172.746394230769,96.31009615384619,-1273.5240384615386,-238.61538461538453,852.0504807692307,444.11778846153857,0.0,0.0,0.0
3,4,1,A,Business,5,0.0,1,1,1,0,0,0,1,1303.0,3376.0,2374.0,1319.0,1025.0,5926.0,1508.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-652.3569711538462,-1189.746394230769,-233.6899038461538,-1298.5240384615386,-666.6153846153845,4584.0504807692305,-814.8822115384614,0.0,1.0,0.0
4,5,1,B,Football,4,0.0,1,1,0,1,1,0,0,680.0,0.0,478.0,0.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1778.03125,-1522.7295673076924,-1872.0649038461538,-1869.6790865384614,-3053.4459134615386,-1514.9122596153845,-1965.9014423076924,0.0,0.0,1.0
6,7,1,A,Business,5,1.0,1,1,1,0,0,0,0,1984.0,10603.0,0.0,5447.0,1773.0,2413.0,2068.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,6574.643028846154,-508.74639423076906,-2607.689903846154,2829.4759615384614,81.38461538461547,1071.0504807692307,-254.88221153846143,1.0,1.0,1.0
8,9,1,C,Business,6,10.0,0,0,1,1,1,0,0,2398.0,5475.0,3529.0,2345.0,5742.0,3050.0,3922.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,1.0,1446.6430288461538,-94.74639423076906,921.3100961538462,-272.52403846153857,4050.3846153846152,1708.0504807692307,1599.1177884615386,1.0,0.0,1.0
12,13,1,A,Football,3,1.0,0,0,1,1,1,0,0,3778.0,3406.0,7325.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1627.96875,1575.2704326923076,4974.935096153846,-1869.6790865384614,-3142.4459134615386,-1514.9122596153845,-1965.9014423076924,0.0,0.0,1.0
13,14,1,B,Business,6,-1.0,0,0,0,0,0,1,1,1684.0,2999.0,2400.0,1233.0,1499.0,1951.0,1586.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,-1029.3569711538462,-808.746394230769,-207.6899038461538,-1384.5240384615386,-192.61538461538453,609.0504807692307,-736.8822115384614,0.0,0.0,0.0
17,18,1,C,Business,5,10.0,0,0,0,0,1,0,1,2233.0,14708.0,4898.0,250.0,2167.0,1533.0,1517.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10679.643028846154,-259.74639423076906,2290.310096153846,-2367.5240384615386,475.3846153846155,191.05048076923072,-805.8822115384614,0.0,1.0,0.0
28,29,1,B,Business,5,1.0,0,1,0,1,1,1,0,1928.0,1229.0,1924.0,706.0,873.0,810.0,728.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-2799.356971153846,-564.746394230769,-683.6899038461538,-1911.5240384615386,-818.6153846153845,-531.9495192307693,-1594.8822115384614,0.0,0.0,1.0
29,30,1,C,Business,3,1.0,0,1,1,1,1,1,1,0.0,6766.0,2666.0,0.0,800.0,1333.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2737.643028846154,-2492.746394230769,58.31009615384619,-2617.5240384615386,-891.6153846153845,-8.949519230769283,-2322.8822115384614,1.0,0.0,1.0
30,31,1,A,Football,5,1.0,1,1,1,0,1,0,0,18762.0,6995.0,3536.0,3370.0,10093.0,7217.0,4165.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,5216.96875,16559.27043269231,1185.9350961538462,1500.3209134615386,6950.554086538461,5702.087740384615,2199.0985576923076,0.0,0.0,1.0
40,41,1,B,Football,4,0.0,0,0,1,0,0,1,0,5162.0,766.0,1749.0,781.0,5494.0,783.0,1515.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1012.03125,2959.2704326923076,-601.0649038461538,-1088.6790865384614,2351.5540865384614,-731.9122596153845,-450.9014423076924,1.0,0.0,0.0
42,43,1,A,Business,4,0.0,1,0,1,0,0,1,0,4300.0,6283.0,3162.0,2200.0,2217.0,5367.0,3366.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2254.643028846154,1807.253605769231,554.3100961538462,-417.52403846153857,525.3846153846155,4025.0504807692305,1043.1177884615386,1.0,0.0,0.0
46,47,1,B,Business,5,1.0,0,0,0,0,0,1,0,3151.0,6782.0,1883.0,4133.0,4035.0,2050.0,5618.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2753.643028846154,658.253605769231,-724.6899038461538,1515.4759615384614,2343.3846153846152,708.0504807692307,3295.1177884615386,1.0,0.0,0.0
52,53,1,B,Business,2,-1.0,0,0,0,0,0,0,0,9732.0,35234.0,4553.0,2716.0,5082.0,1382.0,2814.0,4.0,6.0,5.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,31205.643028846152,7239.2536057692305,1945.3100961538462,98.47596153846143,3390.3846153846152,40.05048076923072,491.11778846153857,1.0,0.0,1.0
0,1,1,A,Football,6,1.0,1,1,1,0,1,1,0,751.0,1399.0,1217.0,1067.0,1035.0,1533.0,799.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-379.03125,-1451.7295673076924,-1133.0649038461538,-802.6790865384614,-2107.4459134615386,18.087740384615472,-1166.9014423076924,1.0,0.0,1.0
2,3,1,C,Football,1,1.0,1,1,0,1,0,1,0,867.0,3765.0,6549.0,3083.0,6607.0,1466.0,2965.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1986.96875,-1335.7295673076924,4198.935096153846,1213.3209134615386,3464.5540865384614,-48.91225961538453,999.0985576923076,1.0,1.0,0.0
9,10,1,A,Business,5,-10.0,1,1,0,1,1,0,1,2014.0,1822.0,2518.0,1092.0,754.0,1643.0,1586.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,-2206.356971153846,-478.74639423076906,-89.68990384615381,-1525.5240384615386,-937.6153846153845,301.0504807692307,-736.8822115384614,1.0,1.0,0.0
11,12,1,C,Football,5,0.0,0,0,0,0,0,1,1,19719.0,1038.0,11576.0,4845.0,0.0,0.0,12229.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-740.03125,17516.27043269231,9225.935096153846,2975.3209134615386,-3142.4459134615386,-1514.9122596153845,10263.098557692309,1.0,0.0,0.0
14,15,1,C,Football,2,10.0,1,0,1,0,0,1,0,2450.0,1101.0,10982.0,10999.0,17467.0,10132.0,4524.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,0.0,1.0,-677.03125,247.27043269230762,8631.935096153846,9129.320913461539,14324.554086538461,8617.087740384615,2558.0985576923076,1.0,0.0,0.0
16,17,1,B,Football,6,1.0,1,0,1,0,1,1,0,2578.0,1355.0,2924.0,1625.0,2252.0,0.0,6997.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,-423.03125,375.2704326923076,573.9350961538462,-244.67908653846143,-890.4459134615386,-1514.9122596153845,5031.098557692308,1.0,0.0,1.0
43,44,1,B,Football,5,-1.0,0,1,0,0,1,1,1,6096.0,2947.0,4113.0,11358.0,9942.0,1748.0,6545.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,1168.96875,3893.2704326923076,1762.9350961538462,9488.320913461539,6799.554086538461,233.08774038461547,4579.098557692308,1.0,0.0,0.0
44,45,1,C,Business,5,1.0,1,1,1,0,1,0,0,2742.0,9066.0,4831.0,4649.0,2982.0,3329.0,3481.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,5037.643028846154,249.25360576923094,2223.310096153846,2031.4759615384614,1290.3846153846155,1987.0504807692307,1158.1177884615386,1.0,0.0,0.0
45,46,1,A,Football,1,0.0,1,0,0,0,0,0,1,966.0,2984.0,1734.0,1066.0,1583.0,3833.0,2983.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1205.96875,-1236.7295673076924,-616.0649038461538,-803.6790865384614,-1559.4459134615386,2318.0877403846152,1017.0985576923076,1.0,1.0,1.0
55,56,1,B,Football,4,0.0,1,0,0,0,0,1,1,5384.0,3134.0,2818.0,2718.0,6268.0,3601.0,6481.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1355.96875,3181.2704326923076,467.9350961538462,848.3209134615386,3125.5540865384614,2086.0877403846152,4515.098557692308,0.0,1.0,0.0
5,6,1,C,Football,5,-1.0,1,0,0,1,0,1,1,1560.0,2123.0,1641.0,1874.0,6659.0,2632.0,9449.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,344.96875,-642.7295673076924,-709.0649038461538,4.3209134615385665,3516.5540865384614,1117.0877403846155,7483.098557692308,1.0,1.0,0.0
7,8,1,B,Football,2,0.0,1,1,0,0,0,1,1,4883.0,1699.0,1914.0,2125.0,3783.0,2955.0,1967.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,-79.03125,2680.2704326923076,-436.0649038461538,255.32091346153857,640.5540865384614,1440.0877403846155,1.0985576923076223,0.0,1.0,0.0
10,11,1,B,Business,6,10.0,0,1,1,1,1,1,0,3497.0,3166.0,2748.0,899.0,2114.0,3781.0,3563.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,-862.3569711538462,1004.253605769231,140.3100961538462,-1718.5240384615386,422.3846153846155,2439.0504807692305,1240.1177884615386,1.0,0.0,0.0
18,19,1,A,Football,4,0.0,1,0,1,0,0,1,0,7941.0,33599.0,12254.0,7410.0,17631.0,5170.0,4477.0,6.0,5.0,5.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,31820.96875,5738.270432692308,9903.935096153846,5540.320913461539,14488.554086538461,3655.0877403846152,2511.0985576923076,0.0,1.0,1.0
19,20,1,B,Football,6,-1.0,0,0,0,1,0,1,1,7314.0,700.0,4951.0,0.0,2466.0,2634.0,1119.0,5.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,-1078.03125,5111.270432692308,2600.935096153846,-1869.6790865384614,-676.4459134615386,1119.0877403846155,-846.9014423076924,1.0,1.0,0.0
20,21,1,C,Football,6,10.0,1,1,1,0,1,1,0,4346.0,2572.0,3782.0,1723.0,3698.0,1729.0,1208.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,793.96875,2143.2704326923076,1431.9350961538462,-146.67908653846143,555.5540865384614,214.08774038461547,-757.9014423076924,1.0,0.0,1.0
21,22,1,A,Football,5,1.0,0,1,1,0,0,0,1,3296.0,2333.0,1572.0,2229.0,1724.0,3642.0,20022.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,554.96875,1093.2704326923076,-778.0649038461538,359.32091346153857,-1418.4459134615386,2127.0877403846152,18056.09855769231,0.0,1.0,1.0
22,23,1,B,Business,5,1.0,0,1,1,0,0,1,0,2660.0,5620.0,5090.0,2083.0,2656.0,2834.0,7465.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,1591.6430288461538,167.25360576923094,2482.310096153846,-534.5240384615386,964.3846153846155,1492.0504807692307,5142.117788461539,0.0,1.0,1.0
34,35,1,B,Football,2,1.0,1,0,1,1,0,0,0,2932.0,681.0,3404.0,1563.0,2593.0,1605.0,1417.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,-1097.03125,729.2704326923076,1053.9350961538462,-306.67908653846143,-549.4459134615386,90.08774038461547,-548.9014423076924,1.0,1.0,1.0
35,36,1,C,Business,3,0.0,1,1,1,1,0,0,1,2333.0,4132.0,10562.0,2699.0,3416.0,2114.0,4981.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,103.64302884615381,-159.74639423076906,7954.310096153846,81.47596153846143,1724.3846153846155,772.0504807692307,2658.1177884615386,0.0,0.0,1.0
37,38,1,B,Football,6,10.0,0,1,1,0,1,0,1,6245.0,15461.0,9314.0,7501.0,17963.0,3815.0,12717.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,13682.96875,4042.2704326923076,6963.935096153846,5631.320913461539,14820.554086538461,2300.0877403846152,10751.098557692309,1.0,0.0,1.0
39,40,1,A,Business,4,1.0,1,1,0,1,1,0,1,4565.0,30820.0,1534.0,231.0,12424.0,610.0,517.0,3.0,3.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,26791.643028846152,2072.253605769231,-1073.6899038461538,-2386.5240384615386,10732.384615384615,-731.9495192307693,-1805.8822115384614,1.0,0.0,0.0
41,42,1,C,Business,2,1.0,0,1,0,0,0,0,1,2251.0,18538.0,2599.0,4183.0,3049.0,2148.0,2017.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,14509.643028846154,-241.74639423076906,-8.689903846153811,1565.4759615384614,1357.3846153846155,806.0504807692307,-305.88221153846143,1.0,1.0,1.0
53,54,1,C,Football,5,1.0,1,0,1,0,0,0,1,0.0,156.0,0.0,0.0,5642.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1622.03125,-2202.7295673076924,-2350.064903846154,-1869.6790865384614,2499.5540865384614,-1514.9122596153845,-1965.9014423076924,1.0,0.0,0.0
1,2,2,B,Business,4,0.0,1,0,1,1,0,1,1,1585.0,3444.0,2582.0,3187.0,1150.0,1734.0,3150.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0,0.0,-584.3569711538462,-907.746394230769,-25.68990384615381,569.4759615384614,-541.6153846153845,392.0504807692307,827.1177884615386,0.0,0.0,1.0
15,16,2,A,Business,2,-1.0,1,0,1,0,0,0,1,2895.0,4695.0,4151.0,1424.0,4007.0,3636.0,3352.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,666.6430288461538,402.25360576923094,1543.3100961538462,-1193.5240384615386,2315.3846153846152,2294.0504807692305,1029.1177884615386,0.0,0.0,0.0
23,24,2,C,Football,6,1.0,1,1,1,0,0,0,1,983.0,967.0,2433.0,3067.0,5694.0,1933.0,1033.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,-811.03125,-1219.7295673076924,82.93509615384619,1197.3209134615386,2551.5540865384614,418.0877403846155,-932.9014423076924,0.0,0.0,0.0
24,25,2,A,Business,6,10.0,0,1,1,1,0,1,0,3863.0,1934.0,2900.0,2316.0,1417.0,1701.0,4550.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2094.356971153846,1370.253605769231,292.3100961538462,-301.52403846153857,-274.6153846153845,359.0504807692307,2227.1177884615386,1.0,0.0,1.0
25,26,2,B,Football,6,1.0,0,1,1,1,1,1,1,4039.0,3249.0,3350.0,5478.0,3669.0,1965.0,984.0,4.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,1470.96875,1836.2704326923076,999.9350961538462,3608.3209134615386,526.5540865384614,450.0877403846155,-981.9014423076924,0.0,1.0,0.0
26,27,2,C,Business,5,1.0,0,0,1,0,0,0,0,978.0,2644.0,6380.0,1544.0,2481.0,1148.0,1954.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1384.3569711538462,-1514.746394230769,3772.310096153846,-1073.5240384615386,789.3846153846155,-193.94951923076928,-368.88221153846143,0.0,0.0,0.0
27,28,2,A,Business,6,10.0,1,1,1,1,1,1,1,851.0,1799.0,2983.0,536.0,2249.0,733.0,1434.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,-2229.356971153846,-1641.746394230769,375.3100961538462,-2081.5240384615386,557.3846153846155,-608.9495192307693,-888.8822115384614,0.0,1.0,1.0
31,32,2,B,Business,6,1.0,0,0,1,1,1,0,1,1131.0,1300.0,4133.0,701.0,1166.0,2166.0,2616.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,-2728.356971153846,-1361.746394230769,1525.3100961538462,-1916.5240384615386,-525.6153846153845,824.0504807692307,293.11778846153857,0.0,1.0,0.0
32,33,2,C,Business,5,1.0,1,0,1,1,0,1,0,749.0,4315.0,1100.0,1700.0,2944.0,1653.0,2267.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,286.6430288461538,-1743.746394230769,-1507.6899038461538,-917.5240384615386,1252.3846153846155,311.0504807692307,-55.88221153846143,0.0,1.0,1.0
33,34,2,A,Business,2,0.0,0,1,0,0,1,0,1,1656.0,1985.0,6561.0,852.0,459.0,763.0,786.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2043.3569711538462,-836.746394230769,3953.310096153846,-1765.5240384615386,-1232.6153846153845,-578.9495192307693,-1536.8822115384614,0.0,1.0,1.0
36,37,2,A,Business,5,-1.0,1,0,0,1,0,1,0,1758.0,4436.0,2842.0,3305.0,3348.0,2537.0,2715.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,407.6430288461538,-734.746394230769,234.3100961538462,687.4759615384614,1656.3846153846155,1195.0504807692307,392.11778846153857,1.0,0.0,0.0
38,39,2,C,Business,2,0.0,0,0,0,1,0,1,0,2985.0,3540.0,3496.0,8274.0,3336.0,4254.0,3881.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,-488.3569711538462,492.25360576923094,888.3100961538462,5656.475961538461,1644.3846153846155,2912.0504807692305,1558.1177884615386,0.0,0.0,1.0
47,48,2,C,Business,7,10.0,1,0,1,1,1,1,1,6881.0,6943.0,17451.0,3496.0,3841.0,4999.0,9544.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0,1.0,2914.643028846154,4388.2536057692305,14843.310096153846,878.4759615384614,2149.3846153846152,3657.0504807692305,7221.117788461539,0.0,0.0,0.0
54,55,2,A,Football,5,-1.0,1,1,0,0,0,0,0,1561.0,648.0,2076.0,1512.0,3049.0,1241.0,1044.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,-1130.03125,-641.7295673076924,-274.0649038461538,-357.67908653846143,-93.44591346153857,-273.9122596153845,-921.9014423076924,0.0,0.0,0.0
3,4,2,A,Business,6,1.0,1,1,1,0,1,1,1,923.0,2060.0,2126.0,1225.0,737.0,467.0,1350.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1968.3569711538462,-1569.746394230769,-481.6899038461538,-1392.5240384615386,-954.6153846153845,-874.9495192307693,-972.8822115384614,0.0,1.0,0.0
4,5,2,B,Business,6,0.0,1,1,0,1,1,0,0,2035.0,4724.0,3175.0,1885.0,1632.0,1597.0,1973.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,695.6430288461538,-457.74639423076906,567.3100961538462,-732.5240384615386,-59.61538461538453,255.05048076923072,-349.88221153846143,0.0,0.0,1.0
6,7,2,A,Business,5,-1.0,1,1,0,1,0,1,0,765.0,2996.0,4759.0,1024.0,1783.0,1140.0,743.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1032.3569711538462,-1727.746394230769,2151.310096153846,-1593.5240384615386,91.38461538461547,-201.94951923076928,-1579.8822115384614,1.0,1.0,1.0
8,9,2,C,Business,3,0.0,0,0,1,1,0,1,0,4041.0,2780.0,5156.0,1415.0,4466.0,985.0,3464.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,-1248.3569711538462,1548.253605769231,2548.310096153846,-1202.5240384615386,2774.3846153846152,-356.9495192307693,1141.1177884615386,1.0,0.0,1.0
12,13,2,A,Business,5,-10.0,1,0,0,1,0,0,0,1562.0,3509.0,2996.0,4272.0,2021.0,3440.0,5355.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-519.3569711538462,-930.746394230769,388.3100961538462,1654.4759615384614,329.3846153846155,2098.0504807692305,3032.1177884615386,0.0,0.0,1.0
13,14,2,B,Business,6,-1.0,0,0,0,1,0,1,1,1221.0,1283.0,1268.0,1750.0,2816.0,2239.0,2266.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,-2745.356971153846,-1271.746394230769,-1339.6899038461538,-867.5240384615386,1124.3846153846155,897.0504807692307,-56.88221153846143,0.0,0.0,0.0
17,18,2,C,Business,6,10.0,0,0,1,1,1,0,1,5382.0,8281.0,8447.0,5280.0,5258.0,3232.0,5164.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,1.0,4252.643028846154,2889.253605769231,5839.310096153846,2662.4759615384614,3566.3846153846152,1890.0504807692307,2841.1177884615386,0.0,1.0,0.0
28,29,2,B,Football,2,0.0,1,0,0,0,0,0,0,1685.0,1003.0,922.0,3602.0,1653.0,853.0,595.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-775.03125,-517.7295673076924,-1428.0649038461538,1732.3209134615386,-1489.4459134615386,-661.9122596153845,-1370.9014423076924,0.0,0.0,1.0
29,30,2,C,Football,5,1.0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1778.03125,-2202.7295673076924,-2350.064903846154,-1869.6790865384614,-3142.4459134615386,-1514.9122596153845,-1965.9014423076924,1.0,0.0,1.0
30,31,2,A,Business,5,-1.0,1,1,0,0,1,0,0,3994.0,1495.0,4342.0,1660.0,1182.0,1098.0,2660.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,-2533.356971153846,1501.253605769231,1734.3100961538462,-957.5240384615386,-509.6153846153845,-243.94951923076928,337.11778846153857,0.0,0.0,1.0
